,TMEM,P5_1,J2_1,J2_14,J1AB,T2,Q1_1,Q1_3,Q1_5,Q1_13
3412,3,2,1,2,2,2,2,2,1,1
3413,4,2,1,2,1,2,2,2,1,1
3414,11,2,1,2,1,3,3,2,1,1
3415,7,2,1,2,1,2,2,2,1,1
3416,6,2,1,2,2,2,9,9,9,9
3417,6,2,1,2,2,2,2,2,1,1
3418,6,2,1,2,1,1,2,2,1,1
3419,5,2,1,2,1,2,2,1,1,1
3420,7,2,1,2,1,2,2,2,2,1
3421,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3422,3,2,1,2,1,2,2,2,1,1
3423,7,2,1,2,1,2,2,2,1,1
3424,7,2,1,2,1,2,2,1,1,1
3425,3,2,1,2,1,2,2,2,1,1
3426,3,2,1,2,1,1,2,2,1,1
3427,4,2,1,2,2,2,2,2,3,1
3428,8,2,1,2,1,1,2,3,1,1
3429,7,2,1,2,1,2,2,2,1,1
3430,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3431,5,2,1,2,1,2,2,2,1,1
3432,4,2,1,2,2,1,2,2,1,1
3433,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3434,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3435,3,2,1,2,2,9,9,9,9,9
3436,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3437,5,2,1,2,1,2,2,2,1,1
3438,3,2,1,2,2,2,2,2,1,1
3439,4,2,1,2,1,9,9,9,9,9
3440,5,2,1,2,2,2,2,1,1,1
3441,4,2,1,2,2,2,2,1,1,1
3442,6,2,1,2,1,2,2,2,1,1
3443,12,2,1,2,1,2,2,1,1,1
3444,4,2,1,2,1,2,2,2,1,1
3445,5,2,1,2,2,9,9,9,9,9
3446,9,2,1,2,1,3,2,1,1,2
3447,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3448,8,2,1,2,1,2,2,2,2,2
3449,6,2,1,2,2,2,2,2,1,1
3450,4,2,1,2,2,1,2,2,1,1
3451,7,2,1,2,2,2,2,2,1,1
3452,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3453,4,2,1,2,1,2,2,2,1,1
3454,3,2,1,2,2,2,2,2,1,1
3455,3,2,1,2,2,1,2,2,1,1
3456,4,2,1,2,1,1,1,3,1,1
3457,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3458,4,2,1,2,2,9,9,9,9,9
3459,10,2,1,1,1,2,2,2,2,1
3460,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3461,4,2,1,2,1,2,2,2,1,1
3462,4,2,1,2,1,9,9,9,9,9
3463,4,2,1,2,2,1,2,2,1,1
3464,4,2,1,2,1,2,2,1,1,1
3465,5,2,1,2,2,1,2,2,1,1
3466,5,2,1,2,2,2,2,2,1,1
3467,5,2,1,2,2,2,2,2,1,2
3468,6,2,1,2,2,2,2,2,2,2
3469,4,2,1,2,2,9,9,9,9,9
3470,4,2,1,2,2,9,9,9,9,9
3471,3,2,1,2,2,2,9,9,9,9
3472,3,2,1,2,2,1,2,1,2,1
3473,4,2,1,2,2,2,2,2,2,1
3474,6,2,1,2,2,2,2,2,2,1
3475,4,2,1,2,2,2,2,3,1,1
3476,4,2,1,2,2,2,2,2,1,1
3477,7,2,1,2,2,9,9,9,9,9
3478,4,2,1,2,2,2,2,2,3,1
3479,8,2,1,2,1,2,2,2,2,1
3480,5,2,1,2,2,2,2,1,1,1
3481,7,2,1,2,1,1,2,2,1,1
3482,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3483,4,2,1,2,2,9,9,9,9,9
3484,5,2,1,2,2,2,1,1,1,1
3485,6,2,1,2,1,2,2,2,2,1
3486,5,2,1,2,1,2,2,2,2,2
3487,11,2,1,2,1,2,2,1,1,1
3488,8,1,1,2,1,2,2,1,1,1
3489,4,2,1,2,2,2,2,2,1,1
3490,8,2,1,2,1,2,2,2,2,1
3491,5,2,1,2,2,2,2,2,1,1
3492,6,2,1,2,1,9,9,9,9,9
3493,6,2,1,2,2,2,2,2,2,2
3494,3,2,1,2,1,3,2,1,2,2
3495,3,2,1,2,1,2,2,2,1,1
3496,7,2,1,2,2,2,2,2,1,1
3497,4,2,1,2,1,2,2,2,1,1
3498,4,2,1,2,1,2,2,1,2,2
3499,5,2,1,2,1,2,2,1,1,1
3500,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3501,3,2,1,2,2,1,2,2,1,1
3502,4,2,1,2,2,2,2,2,1,1
3503,4,2,1,2,2,2,2,2,1,1
3504,6,2,1,2,2,2,2,2,2,1
3505,8,2,1,1,2,2,2,2,1,1
3506,7,2,1,2,1,9,9,9,9,9
3507,2,2,1,2,2,2,2,2,1,1
3508,4,2,1,2,2,2,2,2,1,1
3509,4,2,1,2,2,2,2,1,1,1
3510,8,2,1,2,2,2,2,1,1,1
3511,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3512,3,2,1,2,2,9,9,9,9,9
3513,3,2,1,2,2,1,2,2,2,1
3514,4,2,1,2,2,2,2,2,1,1
3515,4,2,1,2,2,2,2,2,1,1
3516,3,2,1,2,2,3,2,2,1,1
3517,5,2,1,1,1,9,9,9,9,9
3518,3,2,1,2,2,1,2,2,1,1
3519,4,2,1,2,2,2,2,2,1,1
3520,6,2,1,2,2,2,2,2,3,1
3521,4,2,1,2,1,2,2,2,1,1
3522,4,2,1,2,2,2,2,1,1,1
3523,4,2,1,2,2,9,9,9,9,9
3524,7,2,1,2,1,2,2,1,1,1
3525,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3526,7,2,1,2,1,2,2,1,1,1
3527,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3528,4,2,1,2,2,2,2,1,1,1
3529,7,2,1,2,2,2,1,2,1,1
3530,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3531,5,2,1,2,1,1,2,1,1,1
3532,5,2,1,2,2,2,3,2,1,1
3533,4,2,1,2,1,2,2,1,2,1
3534,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3535,8,2,1,2,1,1,2,2,2,2
3536,4,2,1,2,1,1,2,2,1,1
3537,7,2,1,2,2,2,2,1,1,1
3538,3,2,1,2,2,2,2,2,2,1
3539,3,2,1,2,1,2,2,2,1,1
3540,5,2,1,2,1,2,2,1,1,1
3541,5,2,1,2,1,2,2,2,2,2
3542,4,2,1,2,2,1,2,2,1,1
3543,7,2,1,2,1,2,2,2,1,1
3544,10,2,1,2,1,2,2,2,1,1
3545,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3546,4,2,1,2,1,2,2,2,1,1
3547,5,2,1,2,1,3,2,2,1,1
3548,5,2,1,2,1,2,2,2,2,2
3549,4,2,1,2,1,2,2,2,1,1
3550,5,2,1,2,2,2,2,2,1,1
3551,6,2,1,2,1,2,2,1,1,1
3552,5,2,1,2,2,2,2,1,1,1
3553,4,2,1,2,1,9,9,9,9,9
3554,5,2,1,2,2,2,2,2,2,2
3555,2,2,1,2,2,2,2,2,1,1
3556,6,2,1,2,1,2,2,2,1,1
3557,5,2,1,2,1,9,9,9,9,9
3558,4,2,1,2,1,2,2,1,1,1
3559,6,2,1,2,1,2,2,1,1,1
3560,5,2,1,2,1,2,2,1,1,1
3561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3562,4,2,1,2,1,2,2,2,1,1
3563,4,2,1,2,1,2,2,2,2,1
3564,4,2,1,2,2,2,9,9,9,9
3565,3,2,1,2,2,2,2,1,1,1
3566,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3567,8,2,1,2,1,2,3,2,1,1
3568,6,2,1,2,2,2,2,1,3,3
3569,4,2,1,2,1,2,2,1,1,1
3570,5,2,1,2,1,2,2,1,1,1
3571,12,2,1,2,1,2,3,2,1,1
3572,4,2,1,2,1,1,2,1,1,1
3573,8,2,1,2,1,1,2,2,1,1
3574,4,2,1,2,1,2,2,1,1,2
3575,3,2,1,2,2,2,2,2,1,1
3576,5,2,1,2,2,1,2,2,1,1
3577,2,2,1,2,2,2,3,3,3,3
3578,2,2,1,2,2,2,2,2,1,1
3579,2,2,1,2,2,2,2,2,2,1
3580,5,2,1,2,1,2,2,1,1,2
3581,4,2,1,2,1,2,2,2,2,1
3582,4,2,1,2,2,2,2,2,1,1
3583,3,2,1,2,2,1,2,1,1,1
3584,5,2,1,2,2,2,2,2,1,1
3585,6,2,1,2,1,2,2,2,2,1
3586,7,2,1,2,2,2,2,2,1,1
3587,4,2,1,2,1,2,2,2,1,1
3588,3,2,1,2,2,2,2,2,1,1
3589,3,2,1,2,2,1,2,1,1,1
3590,4,2,1,2,2,2,2,1,1,1
3591,4,2,1,2,1,2,2,2,2,1
3592,6,1,1,2,2,3,2,2,1,1
3593,3,2,1,2,2,2,2,2,1,1
3594,4,2,1,2,2,2,2,1,1,1
3595,3,2,1,2,2,9,9,9,9,9
3596,5,2,1,2,2,9,9,9,9,9
3597,3,2,1,2,1,1,2,1,1,1
3598,4,2,1,2,2,9,9,9,9,9
3599,3,2,1,2,2,2,2,2,1,1
3600,4,2,1,2,2,2,2,2,3,2
3601,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3602,4,2,1,2,1,2,2,2,2,1
3603,4,2,1,2,2,3,2,2,1,1
3604,3,2,1,2,2,2,2,2,2,1
3605,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3606,5,2,1,2,1,2,2,2,2,1
3607,9,2,1,2,1,2,2,2,1,1
3608,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3609,4,2,1,2,2,2,2,1,1,1
3610,6,2,1,2,1,3,2,2,1,1
3611,7,2,1,2,1,2,2,2,1,1
3612,5,2,1,2,2,2,2,2,1,1
3613,4,2,2,2,1,2,2,2,1,1
3614,8,2,1,2,1,2,3,1,3,1
3615,3,2,1,2,1,2,2,1,1,1
3616,11,2,1,2,1,2,2,2,1,1
3617,10,2,1,2,1,2,2,1,1,3
3618,4,2,1,2,1,2,2,1,2,1
3619,6,2,1,2,1,2,2,1,3,3
3620,3,2,1,2,1,1,2,1,2,1
3621,4,2,1,2,1,2,1,2,1,2
3622,4,2,1,2,1,2,2,3,1,1
3623,4,2,1,2,1,3,2,2,2,1
3624,3,2,1,2,1,2,2,1,1,1
3625,12,2,1,2,1,1,2,1,1,3
3626,10,2,1,2,1,3,2,1,2,1
3627,6,2,1,2,1,3,1,3,1,1
3628,12,2,1,2,1,2,2,1,1,1
3629,6,2,1,2,1,2,2,1,1,1
3630,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3631,9,2,1,2,1,2,2,1,1,1
3632,11,2,1,2,1,2,2,1,1,1
3633,12,2,1,2,2,3,2,1,1,1
3634,8,2,1,2,1,2,2,1,1,1
3635,4,2,1,2,1,1,2,1,1,1
3636,4,2,1,2,1,2,2,1,1,1
3637,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3638,3,2,1,2,1,3,1,2,1,1
3639,7,2,1,2,1,3,2,1,1,1
3640,10,2,1,2,1,2,2,1,1,1
3641,4,2,1,2,1,1,2,1,1,1
3642,8,2,1,2,1,1,2,1,2,1
3643,12,2,1,2,1,2,2,2,1,1
3644,5,2,1,2,1,3,3,1,1,1
3645,5,2,2,2,1,2,2,1,1,1
3646,9,2,1,2,1,1,2,2,1,1
3647,6,2,1,1,1,2,2,1,1,1
3648,5,2,1,2,1,2,2,1,1,1
3649,7,2,1,2,1,1,2,1,1,1
3650,4,2,1,2,1,2,2,1,1,1
3651,4,2,1,2,1,2,2,1,1,1
3652,7,2,1,2,1,2,2,1,1,1
3653,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3654,5,2,1,2,1,2,2,1,2,1
3655,3,2,1,2,1,2,2,1,2,1
3656,6,2,1,2,1,2,2,2,1,2
3657,5,2,1,2,1,3,2,1,1,1
3658,7,2,1,2,1,2,2,1,3,1
3659,7,2,2,2,1,2,2,2,1,1
3660,6,2,1,2,1,2,2,1,2,1
3661,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3662,4,2,1,2,1,3,2,1,1,1
3663,8,1,1,2,1,2,3,1,1,1
3664,9,2,1,2,1,1,2,1,1,1
3665,4,2,1,2,1,2,2,1,1,1
3666,6,2,2,2,1,2,1,1,1,1
3667,12,2,1,2,1,2,2,1,1,1
3668,10,2,1,2,1,1,2,2,1,3
3669,8,2,1,2,1,2,2,2,2,2
3670,7,2,1,2,1,1,2,1,1,2
3671,10,2,1,2,1,3,2,2,1,1
3672,7,2,1,2,1,2,2,1,1,1
3673,6,2,1,2,1,2,2,1,1,1
3674,6,2,1,2,1,2,3,1,1,1
3675,7,2,1,2,1,1,2,1,1,1
3676,3,2,1,2,1,2,2,1,2,1
3677,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3678,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3679,6,2,1,2,1,2,2,2,1,1
3680,6,2,1,2,1,3,2,1,1,1
3681,4,2,1,2,1,3,3,1,1,2
3682,4,2,1,2,1,2,2,1,2,1
3683,7,2,1,2,1,2,2,2,1,1
3684,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3685,5,2,1,2,1,3,1,2,2,1
3686,7,2,1,2,1,2,2,1,1,1
3687,4,2,1,2,1,2,3,1,2,2
3688,5,2,1,2,1,3,2,1,2,1
3689,5,2,1,2,1,2,3,1,3,1
3690,8,2,1,2,1,3,2,3,1,1
3691,11,2,1,2,1,2,2,1,1,1
3692,7,2,1,2,1,2,2,1,1,1
3693,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3694,4,2,1,2,1,2,1,1,2,1
3695,5,2,1,2,1,2,2,2,2,1
3696,5,2,1,2,1,2,2,1,1,2
3697,6,2,1,2,1,3,2,1,1,1
3698,3,2,1,2,1,1,1,2,1,1
3699,6,2,1,2,1,2,2,1,1,1
3700,5,2,1,2,1,2,9,9,9,9
3701,3,2,1,2,1,1,2,2,1,1
3702,5,2,1,2,1,2,2,2,1,1
3703,6,2,1,2,1,2,2,1,1,1
3704,5,2,1,2,1,1,2,2,1,2
3705,7,2,1,2,1,3,1,1,1,2
3706,6,2,1,2,1,2,2,1,2,1
3707,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3708,6,2,1,2,1,3,2,1,1,1
3709,5,2,1,2,1,2,2,1,2,2
3710,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3711,5,2,1,2,1,2,2,2,1,1
3712,12,2,1,2,1,2,2,1,1,2
3713,6,2,1,2,1,2,2,1,2,1
3714,10,1,1,2,1,2,2,1,1,1
3715,5,2,1,2,1,1,2,2,2,1
3716,6,2,1,2,1,3,2,1,1,1
3717,12,2,1,2,1,2,2,1,1,2
3718,3,2,1,2,1,2,2,2,2,1
3719,7,2,1,2,1,9,9,9,9,9
3720,8,2,1,2,1,2,2,2,2,1
3721,6,2,1,2,1,2,1,1,1,1
3722,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3723,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3724,4,2,1,2,1,2,2,1,1,2
3725,3,2,1,2,1,2,2,1,1,2
3726,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3727,4,2,1,2,1,2,1,1,1,1
3728,4,2,1,2,1,2,2,1,2,1
3729,7,2,1,2,1,2,2,1,2,1
3730,2,2,1,2,1,2,2,2,1,1
3731,5,1,1,2,1,2,2,1,1,2
3732,4,2,1,2,1,2,2,2,2,1
3733,3,2,1,2,1,1,2,1,1,3
3734,6,2,1,2,1,9,9,9,9,9
3735,7,2,1,2,1,3,2,2,1,1
3736,4,2,1,2,1,1,2,1,2,1
3737,11,2,1,2,1,3,2,1,2,1
3738,4,2,1,2,1,2,2,1,2,2
3739,5,2,1,2,1,2,2,1,2,1
3740,6,2,1,2,1,2,2,1,1,1
3741,3,2,1,2,1,9,9,9,9,9
3742,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3743,10,2,1,2,1,1,3,1,2,1
3744,4,2,1,2,1,2,1,2,1,1
3745,9,2,1,2,1,2,2,1,1,1
3746,9,2,1,2,1,2,2,2,2,2
3747,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3748,6,2,1,2,1,1,1,1,2,1
3749,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3750,6,2,1,2,1,9,9,9,9,9
3751,12,2,1,2,1,1,2,1,1,2
3752,6,2,1,2,1,9,9,9,9,9
3753,3,2,1,2,1,2,2,1,1,1
3754,6,2,1,2,1,2,2,2,2,2
3755,5,2,1,2,1,2,2,1,2,2
3756,9,2,1,2,1,1,2,1,1,2
3757,4,2,1,2,1,2,2,1,1,2
3758,2,2,1,2,1,2,2,1,1,1
3759,10,2,1,2,1,2,2,1,1,1
3760,7,2,1,2,1,2,1,1,1,1
3761,5,1,1,2,1,2,2,1,1,1
3762,8,2,2,2,1,3,2,1,1,1
3763,7,1,1,2,1,2,2,2,1,2
3764,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3765,5,2,1,2,1,1,2,2,1,1
3766,7,2,1,2,1,2,2,1,1,2
3767,4,2,1,2,1,2,2,1,1,1
3768,8,2,1,2,1,2,3,2,2,1
3769,12,2,1,2,1,2,2,2,1,2
3770,7,2,1,2,1,2,3,1,2,1
3771,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3772,5,2,1,2,1,1,1,2,1,2
3773,8,2,1,2,1,3,1,1,1,1
3774,7,2,1,2,1,2,1,2,1,1
3775,8,2,1,2,1,1,2,1,1,1
3776,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3777,7,2,1,2,1,3,1,3,2,1
3778,7,2,2,2,1,1,2,1,1,1
3779,8,2,1,2,1,2,2,1,1,1
3780,5,2,1,2,1,3,2,2,2,1
3781,7,1,1,2,1,2,2,2,1,1
3782,6,2,1,2,1,2,2,1,1,1
3783,4,2,1,2,1,2,2,1,1,1
3784,10,2,1,2,1,2,2,1,1,1
3785,8,2,1,2,1,2,2,2,1,1
3786,10,2,1,2,1,3,2,1,1,1
3787,7,2,1,2,1,2,2,2,2,2
3788,6,1,1,2,1,1,2,2,2,2
3789,5,2,1,2,1,2,2,1,1,1
3790,12,2,1,2,1,2,2,2,1,1
3791,5,2,2,2,1,1,2,2,2,1
3792,2,2,1,2,1,2,2,1,1,1
3793,8,2,1,2,1,3,2,1,1,1
3794,4,2,2,2,1,2,3,2,2,1
3795,6,2,2,2,1,1,2,1,1,1
3796,7,2,1,2,1,2,2,2,2,1
3797,7,2,1,2,1,2,2,2,1,1
3798,8,2,1,2,1,2,1,2,1,1
3799,7,2,1,2,1,2,2,1,1,2
3800,7,2,1,2,1,3,2,2,1,1
3801,7,2,1,2,1,2,2,2,2,1
3802,8,1,1,2,1,2,1,1,1,1
3803,6,2,1,2,1,3,2,1,1,2
3804,6,2,1,2,1,2,2,2,1,2
3805,7,2,1,2,1,2,2,1,1,2
3806,7,1,1,2,1,2,2,2,1,1
3807,2,2,1,2,1,2,2,2,2,1
3808,6,2,1,2,1,2,2,1,1,2
3809,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3810,4,1,1,2,1,2,2,1,2,1
3811,9,2,1,2,1,2,2,1,1,2
3812,5,2,1,2,1,2,2,1,1,2
3813,6,2,1,2,1,2,3,1,1,1
3814,7,2,1,2,1,2,2,1,1,1
3815,5,2,1,2,1,2,2,1,1,1
3816,5,2,1,2,1,9,9,9,9,9
3817,3,2,1,2,1,2,2,2,1,1
3818,10,2,1,2,1,2,2,2,1,1
3819,6,2,1,2,1,2,2,1,2,1
3820,6,2,1,2,1,2,2,2,1,1
3821,7,2,1,2,1,9,9,9,9,9
3822,5,2,1,2,1,1,2,1,1,1
3823,6,2,1,2,1,2,2,1,3,1
3824,4,2,1,2,1,2,2,1,1,2
3825,10,2,1,2,1,2,2,1,1,1
3826,5,2,1,2,1,3,2,1,2,1
3827,5,2,1,2,1,2,3,1,1,1
3828,3,2,1,2,2,2,2,1,1,1
3829,5,2,1,2,1,2,2,2,2,1
3830,6,2,1,2,1,2,2,1,2,1
3831,5,2,1,2,1,2,2,1,1,2
3832,5,2,1,2,1,2,2,1,1,1
3833,5,2,1,2,1,2,2,1,1,3
3834,9,2,1,2,1,2,2,2,2,2
3835,4,1,1,2,1,2,2,1,1,2
3836,7,1,1,2,1,2,2,1,1,1
3837,8,2,1,2,1,2,2,2,1,1
3838,7,1,2,2,1,2,2,1,1,1
3839,4,2,1,2,1,2,2,2,1,1
3840,4,2,1,2,1,1,2,1,1,1
3841,9,1,1,2,1,2,2,2,1,1
3842,3,2,1,2,1,2,2,1,2,2
3843,4,2,2,2,1,2,1,1,1,1
3844,10,1,1,2,1,2,2,1,2,1
3845,6,1,1,2,1,2,3,2,2,1
3846,7,1,1,2,1,2,2,2,2,3
3847,10,1,1,2,1,2,2,2,1,1
3848,6,2,1,2,1,2,1,1,1,2
3849,12,2,1,2,1,1,2,1,1,3
3850,12,2,1,2,1,2,1,2,1,1
3851,12,2,1,2,1,2,2,1,2,1
3852,12,2,1,2,1,2,2,1,1,1
3853,8,2,1,2,1,2,2,2,1,1
3854,5,2,1,2,1,9,9,9,9,9
3855,6,2,1,2,1,2,2,1,1,2
3856,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3857,7,2,1,2,1,2,2,2,1,1
3858,5,2,1,2,1,2,2,1,1,1
3859,7,2,1,2,1,2,2,1,1,1
3860,10,2,1,2,2,2,2,1,1,1
3861,7,2,1,2,1,2,2,1,1,2
3862,4,2,1,2,1,2,2,2,2,1
3863,8,1,2,2,1,2,2,2,1,1
3864,3,2,1,2,1,2,1,1,1,2
3865,7,2,1,2,1,1,2,1,1,2
3866,6,2,1,2,1,3,2,2,1,1
3867,6,1,1,2,1,2,2,1,2,1
3868,6,1,1,2,1,2,2,1,1,1
3869,4,2,1,2,1,2,2,2,1,1
3870,6,2,1,2,1,2,2,1,1,1
3871,8,1,1,2,1,2,2,2,2,1
3872,10,2,1,2,1,2,1,1,2,1
3873,4,2,1,2,1,9,2,1,1,1
3874,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3875,12,2,1,2,1,2,2,1,1,1
3876,4,2,1,2,1,9,9,9,9,9
3877,4,2,1,2,1,2,2,2,1,1
3878,12,2,1,2,1,9,9,9,9,9
3879,5,2,1,2,1,2,2,1,1,1
3880,6,2,1,2,1,2,2,1,1,1
3881,4,2,1,2,1,2,2,1,2,1
3882,8,2,1,2,1,2,2,2,1,1
3883,4,1,1,2,1,1,2,1,1,1
3884,7,2,1,2,1,2,2,2,1,2
3885,6,2,1,2,1,2,2,1,1,1
3886,8,2,1,2,1,2,2,1,1,1
3887,6,2,1,2,1,2,2,1,1,2
3888,4,2,1,2,1,2,1,1,1,2
3889,5,1,1,2,1,2,2,2,1,1
3890,6,2,1,2,1,2,2,1,1,1
3891,9,1,1,2,1,2,2,1,1,1
3892,6,1,1,2,1,2,2,1,1,1
3893,5,2,1,2,1,2,2,1,1,1
3894,7,1,1,2,1,2,2,2,2,2
3895,10,2,1,2,1,2,2,2,2,1
3896,10,1,1,2,1,2,2,2,2,1
3897,4,2,1,2,1,2,2,2,1,1
3898,5,2,1,2,1,2,2,2,1,2
3899,9,2,1,2,1,2,1,2,1,2
3900,2,2,1,2,1,2,1,2,1,1
3901,4,1,1,2,1,2,2,1,1,1
3902,8,2,1,2,1,2,2,1,1,1
3903,6,2,1,2,1,2,2,2,1,1
3904,4,1,1,2,1,9,9,9,9,9
3905,5,2,1,2,1,2,2,1,1,1
3906,5,2,2,2,1,2,2,2,2,1
3907,12,2,1,2,1,2,2,1,1,1
3908,7,2,1,2,1,2,3,1,1,1
3909,8,2,1,2,1,2,2,1,1,2
3910,11,2,1,2,1,2,2,1,1,1
3911,3,2,1,2,1,2,1,2,2,1
3912,3,2,1,2,1,3,2,1,1,1
3913,7,2,1,2,1,2,2,1,1,1
3914,5,1,1,2,1,2,2,1,1,1
3915,4,1,1,2,1,2,2,1,1,2
3916,5,1,1,2,1,2,2,2,1,1
3917,12,2,2,2,1,2,2,1,1,1
3918,6,1,1,2,1,9,9,9,9,9
3919,3,2,1,2,1,2,2,1,1,1
3920,5,2,1,2,1,9,9,9,9,9
3921,5,2,2,2,1,2,2,2,1,1
3922,6,2,1,2,1,2,2,2,1,1
3923,10,2,1,2,1,2,1,1,2,1
3924,6,2,1,2,1,2,2,1,2,1
3925,7,2,2,2,1,2,2,1,1,1
3926,12,1,1,2,1,2,2,1,1,1
3927,11,2,1,2,1,2,2,1,1,2
3928,6,1,1,2,1,2,2,2,2,1
3929,5,2,1,2,1,9,9,9,9,9
3930,5,2,2,2,1,2,2,2,1,1
3931,4,2,1,2,1,2,2,1,2,1
3932,4,2,1,2,1,2,2,1,1,1
3933,6,2,1,2,1,2,2,1,1,3
3934,10,1,1,2,1,2,2,2,1,2
3935,3,2,1,2,1,2,2,2,1,1
3936,9,2,1,2,1,2,2,1,1,1
3937,11,1,1,2,1,2,2,2,1,3
3938,7,2,1,2,1,1,2,1,1,1
3939,6,2,1,2,1,9,9,9,9,9
3940,8,2,1,2,1,2,2,2,1,2
3941,5,2,1,2,1,2,2,1,1,1
3942,5,2,2,2,2,2,2,2,1,1
3943,4,2,2,2,1,2,2,1,1,1
3944,6,2,1,2,1,2,2,1,1,1
3945,10,2,1,2,1,2,1,1,1,1
3946,3,2,1,2,1,2,2,1,1,1
3947,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3948,5,2,2,2,1,2,2,2,1,2
3949,4,2,1,2,1,2,2,1,1,2
3950,8,1,1,2,1,2,2,1,1,1
3951,5,2,1,2,1,2,2,1,1,1
3952,5,1,1,2,1,3,1,1,2,1
3953,4,2,1,2,1,9,9,9,9,9
3954,5,2,1,2,1,9,9,9,9,9
3955,4,2,1,2,1,2,2,2,2,1
3956,4,2,2,2,1,2,1,2,2,1
3957,6,1,1,2,1,2,1,1,2,2
3958,12,2,1,2,1,2,2,1,1,1
3959,5,1,1,2,1,2,2,2,1,2
3960,9,1,1,2,1,2,2,1,1,1
3961,5,1,1,2,1,2,2,2,1,2
3962,7,2,1,2,1,9,9,9,9,9
3963,9,2,1,2,1,2,2,2,2,2
3964,8,2,1,2,1,2,2,1,1,2
3965,8,2,1,2,1,2,2,2,1,2
3966,12,2,1,2,1,3,2,1,1,2
3967,4,2,1,2,1,2,2,1,1,1
3968,8,2,1,2,1,2,2,2,1,2
3969,8,2,2,2,1,2,2,2,2,2
3970,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3971,5,1,1,2,1,2,2,2,2,1
3972,6,2,1,2,1,3,2,2,2,1
3973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3974,6,1,1,2,1,2,2,2,2,1
3975,12,2,1,2,1,2,2,1,1,2
3976,5,1,1,2,1,2,2,2,1,2
